"","2016-11-28","2016-11-29","2016-11-30","2016-12-01","2016-12-02","2016-12-03","2016-12-04","2016-12-05","2016-12-06","2016-12-07","2016-12-08","2016-12-09","2016-12-10","2016-12-11","2016-12-12","2016-12-13","2016-12-14","2016-12-15","2016-12-16","2016-12-17","2016-12-18","2016-12-19","2016-12-20","2016-12-21","2016-12-22","2016-12-23","2016-12-24","2016-12-25","2016-12-26","2016-12-27","2016-12-28","2016-12-29","2016-12-30","2016-12-31","2017-01-01","2017-01-02","2017-01-03","2017-01-04","2017-01-05","2017-01-06","2017-01-07","2017-01-08","2017-01-09","2017-01-10","2017-01-11","2017-01-12","2017-01-13","2017-01-14","2017-01-15","2017-01-16","2017-01-17","2017-01-18","2017-01-19","2017-01-20","2017-01-21","2017-01-22","2017-01-23","2017-01-24","2017-01-25","2017-01-26","2017-01-27","2017-01-28","2017-01-29","2017-01-30","2017-01-31","2017-02-01","2017-02-02","2017-02-03","2017-02-04","2017-02-05","2017-02-06","2017-02-07","2017-02-08","2017-02-09","2017-02-10","2017-02-11","2017-02-12","2017-02-13","2017-02-14","2017-02-15","2017-02-16","2017-02-17","2017-02-18","2017-02-19","2017-02-20","2017-02-21","2017-02-22","2017-02-23","2017-02-24","2017-02-25"
"13932",250.275919522163,250.275919522163,250.275919522163,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,249.038945195195,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,250.748881889764,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
