"","2016-09-23","2016-09-24","2016-09-25","2016-09-26","2016-09-27","2016-09-28","2016-09-29","2016-09-30","2016-10-01","2016-10-02","2016-10-03","2016-10-04","2016-10-05","2016-10-06","2016-10-07","2016-10-08","2016-10-09","2016-10-10","2016-10-11","2016-10-12","2016-10-13","2016-10-14","2016-10-15","2016-10-16","2016-10-17","2016-10-18","2016-10-19","2016-10-20","2016-10-21","2016-10-22","2016-10-23","2016-10-24","2016-10-25","2016-10-26","2016-10-27","2016-10-28","2016-10-29","2016-10-30","2016-10-31","2016-11-01","2016-11-02","2016-11-03","2016-11-04","2016-11-05","2016-11-06","2016-11-07","2016-11-08","2016-11-09","2016-11-10","2016-11-11","2016-11-12","2016-11-13","2016-11-14","2016-11-15","2016-11-16","2016-11-17","2016-11-18","2016-11-19","2016-11-20","2016-11-21","2016-11-22","2016-11-23","2016-11-24","2016-11-25","2016-11-26","2016-11-27","2016-11-28","2016-11-29","2016-11-30","2016-12-01","2016-12-02","2016-12-03","2016-12-04","2016-12-05","2016-12-06","2016-12-07","2016-12-08","2016-12-09","2016-12-10","2016-12-11","2016-12-12","2016-12-13","2016-12-14","2016-12-15","2016-12-16","2016-12-17","2016-12-18","2016-12-19","2016-12-20","2016-12-21","2016-12-22","2016-12-23","2016-12-24","2016-12-25","2016-12-26","2016-12-27","2016-12-28","2016-12-29","2016-12-30","2016-12-31","2017-01-01","2017-01-02","2017-01-03","2017-01-04","2017-01-05","2017-01-06","2017-01-07","2017-01-08","2017-01-09","2017-01-10","2017-01-11","2017-01-12","2017-01-13","2017-01-14","2017-01-15","2017-01-16","2017-01-17","2017-01-18","2017-01-19","2017-01-20","2017-01-21","2017-01-22","2017-01-23","2017-01-24","2017-01-25","2017-01-26","2017-01-27","2017-01-28","2017-01-29","2017-01-30","2017-01-31","2017-02-01","2017-02-02","2017-02-03","2017-02-04","2017-02-05","2017-02-06","2017-02-07","2017-02-08","2017-02-09","2017-02-10","2017-02-11","2017-02-12","2017-02-13","2017-02-14","2017-02-15","2017-02-16","2017-02-17","2017-02-18","2017-02-19","2017-02-20","2017-02-21","2017-02-22","2017-02-23","2017-02-24","2017-02-25"
"11703",228.011044145025,228.011044145025,224.984348868764,224.984348868764,224.984348868764,228.011044145025,228.011044145025,228.011044145025,227.229496855346,229.240377358491,229.240377358491,229.240377358491,229.240377358491,229.240377358491,229.240377358491,229.240377358491,220.19141509434,220.19141509434,220.19141509434,220.19141509434,229.240377358491,229.240377358491,229.240377358491,229.240377358491,229.240377358491,229.240377358491,230.245817610063,230.245817610063,230.245817610063,230.245817610063,232.256698113208,232.256698113208,232.256698113208,230.245817610063,230.245817610063,230.245817610063,230.245817610063,233.26213836478,233.26213836478,233.18880855077,233.18880855077,233.18880855077,233.18880855077,233.18880855077,233.18880855077,238.214429424709,235.199056900346,235.199056900346,235.199056900346,235.199056900346,235.199056900346,235.199056900346,235.199056900346,235.199056900346,235.199056900346,235.199056900346,235.199056900346,235.199056900346,237.209305249921,237.209305249921,233.18880855077,233.18880855077,233.18880855077,233.18880855077,233.18880855077,232.183684375982,232.183684375982,232.183684375982,232.183684375982,231.03612987988,231.03612987988,234.036599099099,234.036599099099,234.036599099099,232.036286286286,232.036286286286,232.036286286286,232.036286286286,232.036286286286,232.036286286286,232.036286286286,229.035817067067,229.035817067067,229.035817067067,229.035817067067,232.036286286286,232.036286286286,232.036286286286,232.036286286286,232.036286286286,232.036286286286,232.036286286286,232.036286286286,232.036286286286,232.036286286286,232.036286286286,228.035660660661,228.035660660661,228.035660660661,228.035660660661,229.601385826772,229.601385826772,229.601385826772,227.587338582677,227.587338582677,227.587338582677,227.587338582677,227.587338582677,227.587338582677,227.587338582677,227.587338582677,227.587338582677,227.587338582677,227.587338582677,227.587338582677,227.587338582677,227.587338582677,227.587338582677,225.573291338583,225.573291338583,225.573291338583,229.601385826772,229.601385826772,229.601385826772,225.573291338583,225.573291338583,225.573291338583,225.573291338583,225.573291338583,224.566267716535,224.566267716535,223,223,223,223,223,221,221,223,223,223,223,223,226,226,224,224,224,224,223,223,223,223,223,223,223
